title,link,excerpt,published_at,funding_round,money_raised,Company,money_raised_float,linkedin_link,Company_at_Linkedin,CompanyName,Specialties,Industry,Website,Location,CompanySize,Description,Founded,Also-viewed,zip_code,City,address_check,Country,State,latitude,longitude,Industry_consolidated,spc_Food Business,spc_Education,spc_Financial Services,spc_Healthcare_health,spc_Human Resources,spc_Logistics and Supply Chain,spc_Entertainment,spc_Computer & Network Security & Hardware,spc_Real_estate,spc_Marketing and Advertising,spc_commerce,spc_mobile,spc_app,spc_analysis,spc_developer,spc_security,spc_social,spc_ds,spc_travel,spc_booking_ticketing,spc_Apparel,spc_cloud,spc_API,spc_device,spc_design,spc_enterprise,spc_product,spc_robotics_manufacturing,spc_total
Social Intelligence Startup Brandwatch Raises $33M Series C To Grow In US,https://techcrunch.com/2015/10/29/social-intelligence-startup-brandwatch-raises-33m-series-c-to-grow-in-us/,"Social media is officially eating Internet, and where the people go with their eyeballs, so do the brands. But the brands are - largely - all at sea, still trying to figure all this stuff out. One of ...",10/29/2015,Series C,$33 M,Brandwatch,33.0,https://www.linkedin.com/company/brandwatch,brandwatch,Brandwatch,"Social Media, Social Media Monitoring, Analysis, Data, Social media reporting, Social Listening, Research, Engagement, Social Intelligence, social insights, consumer market insights",Internet,http://www.brandwatch.com,"Sovereign House Church Street Brighton, East Sussex BN11UJ United Kingdom",201-500,"Brandwatch is the worldâ??s leading enterprise social intelligence company, allowing users to analyze and utilize conversations from across the social web. 

It is the perfect platform to make sense of the chatter about your brand online. 

We crawl the internet, archiving social media data from over 90 million sources in 27 languages. Users are then offered the chance to search this data in Brandwatch's web-based interface, both proactively and retroactively for mentions of their brand or keyword, using a sophisticated and powerful query creation process. 

The app includes an advanced suite of features that allows the data to be chopped and sliced to provide useful insights, through graphing, categorization, geolocation, metadata and countless other components. 

Understanding and monitoring your brand is just the start: Brandwatch also lets users engage with the communities they have isolated, responding to, assigning workflow and managing social media mentions with ease.",2007.0,"{'Synthesio': 'https://www.linkedin.com/company/synthesio', 'Sprinklr': 'https://www.linkedin.com/company/sprinklr', 'Sysomos': 'https://www.linkedin.com/company/sysomos-inc-', 'Crimson Hexagon': 'https://www.linkedin.com/company/crimsonhexagon', 'Digimind': 'https://www.linkedin.com/company/digimind', 'Hootsuite': 'https://www.linkedin.com/company/hootsuite'}",not found,,False,United Kingdom,,,,Internet,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
"Mesosphere raises $73.5M Series C led by HPE, with Microsoft as strategic investor",https://techcrunch.com/2016/03/24/mesosphere-raises-73-5m-series-c-led-by-hpe-with-microsoft-as-strategic-investor/,"Mesosphere, the container-centric company that aims to help enterprises better utilize their data centers with the help of its Data Center Operating System (DCOS), today announced that it has raised a...",3/24/2016,Series C,$73.5 M,Mesosphere,73.5,https://www.linkedin.com/company/mesosphere,mesosphere,"Mesosphere, Inc.","Distributed Systems, Cloud, Datacenter Operating System, Mesos, Containers",Computer Software,https://mesosphere.com,"88 Stevenson Street San Francisco, California 94105 United States",201-500,"Most technology systems today are distributed systems, made up of app servers, databases, and caches. Managing distributed systems is tricky, and writing distributed systems is even trickier. Our mission is to make building and running these systems as easy as building or running an app on your smartphone.

Mesosphere (Twitter: @Mesosphere) is dedicated to helping enterprises unlock the next generation of datacenter scale, efficiency and automation with Apache Mesos. Mesosphereâ??s commercial product is the Mesosphere Data Center Operating System (DC/OS), a new kind of operating system that spans the entire datacenter and pools datacenter resources and automates IT operations. Backed by Andreessen Horowitz, Data Collective, Fuel Capital and Kleiner Perkins Caufield & Byers, Mesosphere is headquartered in San Francisco with a second office in Hamburg, Germany.",2013.0,"{'Docker, Inc': 'https://www.linkedin.com/company/docker', 'Databricks': 'https://www.linkedin.com/company/databricks', 'CoreOS': 'https://www.linkedin.com/company/coreos', 'Slack': 'https://www.linkedin.com/company/tiny-speck-inc', 'Confluent': 'https://www.linkedin.com/company/confluent', 'GitHub': 'https://www.linkedin.com/company/github'}",94105,San Francisco,True,United States,CA,37.789018299999995,-122.3915063,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5
Israeli Cybersecurity Firm Cybereason Raises $59M Series C Led By SoftBank,https://techcrunch.com/2015/10/13/israeli-cybersecurity-firm-cybereason-raises-59m-series-c-led-by-softbank/,"If you've been keeping up with the news, corporate security breaches are kind of a thing lately. Thus, it's no surprise that Cybereason, a cybersecurity firm that specializes in thwarting major corpor...",10/13/2015,Series C,$59 M,Cybereason,59.0,https://www.linkedin.com/company/cybereason,cybereason,Cybereason,"Security, Cybersecurity, Information Security, Cybercriminals, Hacking, Reverse engineering, Advanced Persistent Threats, Incident response, Malware, Forensics, Espionage, Cryptography, Machine learning, Big data, Enterprise security, Threat Intel, InfoSec, Cyber Security",Computer & Network Security,http://www.cybereason.com,"200 Clarendon Street Floor 21 Boston, MA 02116 United States",201-500,"Cybereason is the leader in endpoint protection, offering endpoint detection and response, next-generation antivirus, managed monitoring and IR services. 

Founded by elite intelligence professionals born and bred in offense-first hunting, Cybereason gives enterprises the upper hand over cyber adversaries. 

The Cybereason platform is powered by a custom-built in-memory graph, the only truly automated hunting engine anywhere. It detects behavioral patterns across every endpoint and surfaces malicious operations in an exceptionally user-friendly interface. 

Cybereason is privately held and headquartered in Boston with offices in London, Tel Aviv, and Tokyo.",2012.0,"{'Cylance Inc.': 'https://www.linkedin.com/company/cylanceinc', 'CrowdStrike': 'https://www.linkedin.com/company/crowdstrike', 'CounterTack': 'https://www.linkedin.com/company/countertack', 'Carbon Black, Inc.': 'https://www.linkedin.com/company/carbon-black-inc', 'CyberArk': 'https://www.linkedin.com/company/cyber-ark-software', 'SentinelOne': 'https://www.linkedin.com/company/sentinelone'}",02116,Boston,True,United States,MA,42.353068,-71.0765188,Computer & Network Security & Hardware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
Cross-Platform Development Platform Xamarin Raises $54M Series C,https://techcrunch.com/2014/08/21/cross-platform-development-platform-xamarin-raises-54m-series-c/,"Xamarin, the popular service for building cross-platform native applications, today announced that it has raised a $54 million Series C round led by a combination of new and existing investors. As far...",8/21/2014,Series C,$54 M,Xamarin,54.0,https://www.linkedin.com/company/xamarin,xamarin,Xamarin,"iOS, Android, Cross-Platform Development, Mobile Development, Android Development, iOS Development, .NET for Mobile, C# for Mobile, Mobile Testing, Crash Reporting, Automated Testing",Computer Software,http://xamarin.com,"394 Pacific Ave San Francisco, CA 94111 United States",201-500,"Xamarin is the new standard for enterprise mobile development and quality. Xamarin is used by over 1 million developers to build, test and monitor mission-critical consumer and enterprise apps. More than 100 Fortune 500 companies use Xamarin, and the companyâ??s global customer base in 150 countries includes Dow Jones, Bosch, McKesson, Halliburton, Blue Cross Blue Shield, Cognizant, GitHub, Rdio and WebMD. Xamarin is a Visionary in Gartnerâ??s 2014 Magic Quadrant report for Mobile Application Development Platforms. For more information, please visit: xamarin.com or follow us on Twitter at @xamarinhq.

Xamarin Mobile App Development Platform - Benefits

- Share Code Between Platforms - 
Save time by sharing data structures and non-UI code between iOS, Android and Windows Phone 7.

- Use Your Existing .NET Skills - 
Reuse your .NET skills and write code in your mobile apps using C# and familiar libraries.

- Powerful and Modern Framework - 
Write code using a modern, strongly typed, garbage collected framework.

- Easy Access To Native APIs - 
Access to thousands of native iOS and Android APIs.

- Target Multiple Devices - 
Easily write apps that target mobile devices running iOS, Android and Windows Phone, iPad, iPod Touch and Android devices.

- Rich IDE Support - 
Full support for autocomplete in our rich IDE. Or use Visual Studio for Android development.",2011.0,"{'Xamarin.Labs Ltd.': 'https://www.linkedin.com/company/xamarin-labs-ltd-', 'Xamarin Magazine': 'https://www.linkedin.com/company/xamarinmagazine', 'Microsoft': 'https://www.linkedin.com/company/microsoft', 'Adaptive Insights': 'https://www.linkedin.com/company/adaptive-insights', 'Google': 'https://www.linkedin.com/company/google', 'Azuga, Inc.': 'https://www.linkedin.com/company/azuga-inc-'}",94111,San Francisco,True,United States,CA,37.79593620000001,-122.40000320000001,Computer Software,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,6
Restaurant Delivery Startup Deliveroo Raises $70M Series C,https://techcrunch.com/2015/07/27/series-c-delivered/,"Deliveroo, the on-demand startup that offers food delivery from premium restaurants that don?t traditionally offer a take-out service, appears to be on somewhat of a roll. It was just two months ago t...",7/27/2015,Series C,$70 M,Deliveroo,70.0,https://www.linkedin.com/company/deliveroo,deliveroo,Deliveroo,,Food & Beverages,http://deliveroo.co.uk,"The River Building - Level 1 Cannon Bridge House 1 Cousin Lane London, EC4R 3TE United Kingdom",1001-5000,"Deliveroo is on a mission to transform the way the world thinks about food delivery. Itâ??s not a chicken chow mein and a night on the sofa anymore, itâ??s your favourite local restaurant, itâ??s a dinner party, a date.

Weâ??re four years in, and along the way our team have taken hundreds of ideas from brainstorms to global roll-outs, like Deliveroo Editions â?? bespoke kitchens designed to host a locally-curated selection of restaurants. Editions are our solution to ensuring that our customers have access to the best of the food-scene, no matter where they live.

And thatâ??s just what weâ??re like at Deliveroo, no compromise allowed and lots of food-inspired challenges to get your teeth into. Out-of-the-box thinking is actively encouraged and we move quickly to make great ideas happen. Weâ??re energetic, fast-paced and blow off steam with free-for-all Friday lunches.

Itâ??s a formula thatâ??s working too â?? weâ??re bringing great food to customers in 12 countries and over 100 cities.",2012.0,"{'foodora': 'https://www.linkedin.com/company/foodora', 'JUST EAT': 'https://www.linkedin.com/company/just-eat-group', 'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Uber': 'https://www.linkedin.com/company/uber-com', 'foodpanda': 'https://www.linkedin.com/company/foodpanda', 'Amazon': 'https://www.linkedin.com/company/amazon'}",not found,,False,United Kingdom,,,,Food Business,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"Kiip, a mobile rewards startup, raises $12 million Series C round",https://techcrunch.com/2016/07/19/kiip-series-c-12-million/,"Mobile advertising can be really intrusive. But, if done right, you might not even notice you're being advertised to. That's what mobile rewards startup Kiip is all about. It allows advertisers to sea...",7/19/2016,Series C,$12 M,Kiip,12.0,https://www.linkedin.com/company/kiip,kiip,Kiip,,Marketing and Advertising,http://www.kiip.m,"970 Folsom Street San Francisco, California 94107 United States",51-200,"84% of people prefer mobile rewards over ads. Find the right moments to engage your audience #ownthemoment

Introducing our new engagement platform for brands â?? www.kiip.me/platform

It's pronounced ""keep""â??. Interested in mobile rewards? Talk to us: hello@kiip.me",2010.0,"{'Sharethrough': 'https://www.linkedin.com/company/sharethrough', 'Rocketkick': 'https://www.linkedin.com/company/rocketkick', 'Tapjoy': 'https://www.linkedin.com/company/tapjoy', 'Digg': 'https://www.linkedin.com/company/digg', 'InMobi': 'https://www.linkedin.com/company/inmobi', 'Aer Marketing Inc.': 'https://www.linkedin.com/company/aer-marketing-inc.'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Marketing and Advertising,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
India?s BankBazaar Raises $60M Series C Led By Amazon,https://techcrunch.com/2015/07/02/bankbazaar/,"BankBazaar, a startup that lets Indian consumers compare financial products online, has scored a $60 million Series C led by Amazon, with participation from Fidelity Growth Partners, Mousse Partners, ...",7/2/2015,Series C,$60 M,India?s BankBazaar,60.0,https://www.linkedin.com/company/bank_bazaar,bank_bazaar,BankBazaar.com,"Personal Finance, Internet, Loans, Credit cards, Mutual Funds",Financial Services,http://www.bankbazaar.com,"BankBazaar.com (A & A Dukaan Financial Services Private Limited) 3rd Floor, Hameedia Center, 14/43 Haddows Road, Nungambakkam Chennai, Tamil Nadu 600006 India",1001-5000,"BankBazaar is the worldâ??s first neutral online marketplace that helps people compare and choose financial products such as loans, insurance, credit cards, fixed deposits, saving accounts, mutual funds etc., - over a highly secure, user friendly, and intuitive platform. Founded in 2008 by Adhil Shetty, Arjun Shetty, and Rati Shetty, BankBazaar focuses on harnessing technology to deliver end-to-end paperless transactions which brings huge convenience to customers while helping support the environment.  With a supportive customer service team and a growing community of users, BankBazaar is the easiest way for people to compare and purchase the right financial products online.

BankBazaar partners with over 80 financial organizations in India that include the largest nationalized and private banks, NBFCs and insurance companies to offer a never before range of financial products and services.  Supported by global investors such as Walden International, Sequoia Capital, Fidelity Growth Partners, Mousse Partners and Amazon, BankBazaar is headquartered in Chennai, India, and has offices in Bangalore and Mumbai. Our 1000+ employees are driven by innovation and every day we strive hard to make our customersâ?? financial journey as seamless and convenient as possible.",2008.0,"{'PolicyBazaar.com': 'https://www.linkedin.com/company/policybazaar', 'Paytm': 'https://www.linkedin.com/company/paytm-mobile-solutions-pvt-ltd-', 'ICICI Bank': 'https://www.linkedin.com/company/icici-bank', 'Axis Bank': 'https://www.linkedin.com/company/axis-bank', 'Coverfox Insurance': 'https://www.linkedin.com/company/coverfox-insurance', 'Flipkart': 'https://www.linkedin.com/company/flipkart'}",60000,,False,India,,,,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Fractyl Labs Raises $40M Series C To Develop Diabetes Treatments,https://techcrunch.com/2014/09/04/fractyl-labs-raises-40m-series-c-to-develop-diabetes-treatments/,"Fractyl Labs, which develops treatments for diabetes, has raised a $40 million Series C round led by Mithril, with participation from returning investors General Catalyst, Bessemer Venture Partners, a...",9/4/2014,Series C,$40 M,Fractyl Labs,40.0,https://www.linkedin.com/company/fractyl-laboratories-inc-,fractyl laboratories inc ,Fractyl Laboratories Inc.,,Medical Devices,http://www.fractyl.com,"17 Hartwell Avenue Lexington, MA 02421 United States",Nov-50,"We are a Boston-area medical device startup, backed by world-leading healthcare investors, working to liberate patients, empower physicians and lower health care costs by developing device-based solutions to metabolic diseases.",2010.0,"{'Corindus Vascular Robotics': 'https://www.linkedin.com/company/corindus-vascular-robotics', 'NinePoint Medical, Inc.': 'https://www.linkedin.com/company/ninepoint-medical', 'Ivenix, Inc.': 'https://www.linkedin.com/company/ivenix', 'Affera, Inc.': 'https://www.linkedin.com/company/affera', 'Infraredx, Inc.': 'https://www.linkedin.com/company/infraredx', 'Lexington Medical, Inc.': 'https://www.linkedin.com/company/lexington-medical-inc-'}",02421,Lexington,True,United States,MA,42.428690700000004,-71.22802340000001,Healthcare_health,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Zenoss Raises $25 Million Series C To Automate IT,https://techcrunch.com/2012/10/09/zenoss-raises-25-million-series-c-to-automate-it/,"Open source IT management and monitoring company Zenoss raised a $25 million series C lead by Summit Partners with participation from previous investors Grotech Ventures, Intersouth Partners and Bould...",10/9/2012,Series C,$25 M,Zenoss,25.0,https://www.linkedin.com/company/zenoss-inc-,zenoss inc ,Zenoss,"Unified Monitoring, Infrastructure Monitoring, Service Assurance, Root-cause Analysis",Information Technology and Services,https://www.zenoss.com,"11305 Four Points Drive #1 â?? 300 Austin, TX 78726 United States",201-500,"We're on a mission to provide organizations throughout the GalaxZ with hybrid IT monitoring and are hiring the best of the best to join in that effort. Zenoss helps enterprise organizations gain IT performance and risk insights even in the most unique IT ecosystems. Through real-time analytics that adapt to the ever-evolving datacenter, our customers have insight to proactively eliminate disruptions and accelerate business. Maybe that is why Forbes listed Zenoss as one of the best cloud company's to work in 2015 AND 2016!

Our growth is impressive and weâ??re so excited to bring additional talent to the team to grow our efforts. Our hoverboard riding, fanatical ping-pong, serious pool playing, food-truck loving, queso-consuming crowd includes some of the brightest minds in the technology industry.  Besides having the opportunity to work for an award-winning company, offering an award-winning product, you'll have a chance to work with some of the brightest minds in the technology industry. 

View the open positions here and join the revolution today! https://www.zenoss.com/careers",2005.0,"{'SolarWinds': 'https://www.linkedin.com/company/solarwinds', 'WP Engine': 'https://www.linkedin.com/company/wp-engine', 'Spredfast': 'https://www.linkedin.com/company/spredfast', 'Phunware, Inc.': 'https://www.linkedin.com/company/phunware', 'SailPoint': 'https://www.linkedin.com/company/sailpoint-technologies', 'Volusion': 'https://www.linkedin.com/company/volusion-inc'}",78726,Austin,True,United States,TX,30.41906160000001,-97.8395151,Information Technology and Services,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4
Appcelerator Raises $15 Million Series C Round,https://techcrunch.com/2011/11/01/appcelerator-raises-15-million-series-c-round/,"Appcelerator, makers of the popular mobile cloud development platform Titanium, has raised $15 million in Series C funding in a round led by Mayfield Fund, Translink Capital and Red Hat. Existing inve...",11/1/2011,Series C,$15 M,Appcelerator,15.0,https://www.linkedin.com/company/appcelerator,appcelerator,Axway Appcelerator,"mobile, enterprise mobility, mobile enterprise platform, titanium, mobile application platform, madp, MBaaS, APIs",Computer Software,http://www.appcelerator.com,"2811 Mission College Blvd. 7th Floor Santa Clara, CA 95054 United States",51-200,"Mobile apps are fast replacing web applications as the way we buy, share, search, learn and collaborate. Axway Appcelerator helps companies solve for this new mobile reality: delivering native cross-platform apps at the speed of web, mobilizing any data source, and driving success with real-time analytics - all from an open, cloud- based platform. With Axway Appcelerator Mobile solution, companies can eliminate point tools to scale mobile across the enterprise, drive innovation by unlocking backend data sources for new app capabilities, and measure the overall usage and success of the entire mobile app portfolio. Axway Appcelerator also provides an award-winning open source mobile development environment, Titaniumâ?¢. With over 65,000 mobile apps deployed on over 2 million devices, Axway Appceleratorâ??s solutions are backed by the worldâ??s largest mobile ecosystem, including more than 550,000 mobile developers and hundreds of ISVs and strategic partners, among them Accenture, Cognizant and CSC. More than 70% of Fortune 100 enterprises count on Appcelerator for their mobile success.",2006.0,"{'Axway': 'https://www.linkedin.com/company/axway', 'Sencha': 'https://www.linkedin.com/company/sencha-inc', 'SirionLabs': 'https://www.linkedin.com/company/sirionlabs', 'Xamarin': 'https://www.linkedin.com/company/xamarin', 'ThoughtSpot': 'https://www.linkedin.com/company/thoughtspot', 'Kony, Inc.': 'https://www.linkedin.com/company/kony-inc'}",95054,Santa Clara,True,United States,CA,37.3986039,-121.9643745,Computer Software,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,8
Babbel Raises $22M Series C Round For Its Language Learning Service,https://techcrunch.com/2015/07/08/babbel-raises-22m-series-c-round-for-its-language-learning-service/,The Berlin- and New York-based language learning service Babbel today announced that it has raised a $22 million funding round led by Scottish Equity Partners. Other participants in this round include...,7/8/2015,Series C,$22 M,Babbel,22.0,https://www.linkedin.com/company/babbel-com,babbel com,Babbel,"E-learning, Mobile Apps, Online Courses, Language Learning",E-Learning,http://www.babbel.com,"Max-Beer-Strasse, 2 Berlin, Berlin 10119 Germany",201-500,"Founded in 2007, Babbel is the worldâ??s first language learning app. A leader in the online language learning industry, Babbel is an international success with more than 1 million active subscribers and ranked as the worldâ??s #1 innovative company in education. Our meticulously designed courses guarantee you language skills you can use right away. Babbel is the shortest path to real-life conversations; 73% of our users indicated that theyâ??d be able to have a short, simple conversation in their new language within five hours of using Babbel.

Everyone at Babbel is a learner at heart. We're a multilingual team from more than 39 countries, working to get people to learn and speak languages like they've always wanted to. We are 450 language lovers located in Berlin and in New York. 

Are you passionate about languages, technology, marketing or design? Check out the latest job offers at http://jobs.babbel.com.",2007.0,"{'Duolingo': 'https://www.linkedin.com/company/duolingo', 'busuu': 'https://www.linkedin.com/company/busuu-com', 'GoEuro': 'https://www.linkedin.com/company/goeuro-corp', 'Memrise': 'https://www.linkedin.com/company/memrise', 'GetYourGuide': 'https://www.linkedin.com/company/getyourguide-ag', 'Khan Academy': 'https://www.linkedin.com/company/khan-academy'}",10119,New York,False,Germany,NY,40.7502013,-73.9931036,Education,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
