title,link,excerpt,published_at,funding_round,money_raised,Company,money_raised_float,linkedin_link
"Social Talent Management Solution SilkRoad Secures $35M Series C Round, Preps For Potential IPO",https://techcrunch.com/2012/05/14/social-talent-management-solution-silkroad-secures-35m-series-c-round-preps-for-potential-ipo/,Online human resources and social talent management solution SilkRoad just announced that it has raised a $35 million Series C financing round. The investors in this round include new investors Keatin...,2012/05/14,Series C,$35 M,SilkRoad,35.0,https://www.linkedin.com/company/silkroad
Huddle Lands $24M Series C To Go Big On Enterprise Cloud Storage And Collaboration,https://techcrunch.com/2012/05/24/huddle-25-million-funding/,"Huddle, the six-year-old company that makes cloud collaboration software for the enterprise, has closed on $24 million in new funding, bringing its total equity funding to $40 million. The new round, ...",2012/05/24,Series C,$24 M,Huddle,24.0,https://www.linkedin.com/company/huddle
InVision Design Tool Raises $21 Million Series B,https://techcrunch.com/2014/08/06/invision-design-tool-raises-21-million-series-b/,"InVision, the design-focused prototyping tool, has today closed a $21 million Series B round, with participation from existing investors including Tiger Global Management (who led the round), as well ...",2014/08/06,Series B,$21 M,Design Tool,21.0,https://www.linkedin.com/company/product-designer-tool
"Online Shoe Retailer Spartoo Marches On With ?25 Million Series C, Led By Sofina, To Bolster European Growth",https://techcrunch.com/2012/10/23/online-shoe-retailer-spartoo-marches-on-with-e25-million-series-c-led-by-sofina-to-bolster-european-growth/,"European online footwear and bag retailer, Spartoo -- the 'Zappos of Europe' -- has raised ?25 million ($32.5 million) in Series C funding led by Belgian investment holding company Sofina. Existing in...",2012/10/23,Series C,$29.8 M,Spartoo Marches,29.8,https://www.google.com/url?q=https://www.linkedin.com/company/spartoo-sas&sa=U&ved=0ahUKEwjz5sySu4DWAhVFjlQKHdcDA-UQFggZMAE&usg=AFQjCNGb4Bxj_epLi82fTVRCZkBU-BkrTg
Data Storage Company Coraid Raises $25 Million Series B,https://techcrunch.com/2010/11/15/data-storage-company-coraid-raises-25-million-series-b/,"Coraid, a developer of Ethernet SAN storage solutions, this morning announced that it has closed a $25 million Series B funding round led by Menlo Ventures. All of Coraid's Series A ($10 million) back...",2010/11/15,Series B,$25 M,Coraid,25.0,https://www.linkedin.com/company/coraid-storage
Indian E-commerce Logistics Startup Delhivery Raises $85M Series D,https://techcrunch.com/2015/05/06/delhivery-seriesd/,"In yet another vote of confidence for India?s e-commerce market, logistics company Delhivery has scored a series D round of $85 million, less than eight months after its $35 million series C. The late...",2015/05/06,Series D,$85 M,Delhivery,85.0,https://www.linkedin.com/company/delhivery
Coupa Raises $22 Million Series E To Help Companies Track Spending,https://techcrunch.com/2012/05/10/coupa-raises-22-million-series-e-to-help-companies-track-spending/,"Coupa, the creator of spend optimization software for businesses, which brings something of a Mint.com-like view into where a company spends on operating resources, is today announcing the close of a ...",2012/05/10,Series E,$22 M,Coupa,22.0,https://www.linkedin.com/company/coupa-software
Outbrain Raises $35M In Series D Funding For Content Discovery Platform,https://techcrunch.com/2011/12/14/outbrain-raises-35-million-in-series-d-funding/,"Today, content discovery platform Outbrain is announcing it has secured $35 million in Series D funding in a round led by Index Ventures. Existing investors Carmel Ventures and Lightspeed Venture Part...",2011/12/14,Series D,$35 M,Outbrain,35.0,https://www.linkedin.com/company/outbrain
Car Buying Platform Carwow Raises £12.5M Series B Led by Accel,https://techcrunch.com/2016/01/13/the-series-b-stop/,"Carwow, the U.K. site that claims to offer a better way to buy a new car, has stopped off for some further funding. The four year-old startup has raised a £12.5 million Series B led by Accel, who I un...",2016/01/13,Series B,$16.1 M,Carwow,16.1,https://www.linkedin.com/company/carwow
Refinery29 Raises $50 Million In Series D,https://techcrunch.com/2015/04/27/refinery29-raises-50-million-in-series-d/,"Refinery29, the 10-year-old media site that caters to the young female reader, has today announced the close of a $50 million Series D financing, led by Scripps Networks Interactive and WPP. Co-founde...",2015/04/27,Series D,$50 M,Refinery29,50.0,https://www.linkedin.com/company/refinery29-inc-
Online Fashion Marketplace JOOR Raises $15M In Series B Funding,https://techcrunch.com/2013/07/25/online-fashion-marketplace-joor-raises-15m-in-series-b-funding/,"JOOR, an online wholesale fashion marketplace, has raised $15 million in Series B funding, according to an SEC filing from today. The round was led by Canaan Partners and joined by Advance Publication...",2013/07/25,Series B,$15 M,JOOR,15.0,https://www.linkedin.com/company/joor
HubSpot Closes $16 Million Series C Round Led By Scale Venture Partners,https://techcrunch.com/2009/10/19/hubspot-closes-16-million-series-c-round-led-by-scale-venture-partners/,"Digital marketing startup HubSpot has raised a third round of funding to the tune of $16 million, bringing the total invested in the Cambridge, MA company to a healthy $33.5 million. The round was led...",2009/10/19,Series C,$16 M,HubSpot,16.0,https://www.linkedin.com/company/hubspot
"After bump in the road, Movinga raises â?¬17M Series C",https://techcrunch.com/2016/12/08/on-the-movinga-again/,"Berlin's startup scene is probably the most gossipy in Europe. And over the last year, one startup, removals platform Movinga, has generated more gossip than most. The company reportedly burned throug...",2016/12/08,Series C,$20.2 M,Movinga,20.2,https://www.linkedin.com/company/movinga-gmbh
Indiaâ??s BankBazaar Raises $60M Series C Led By Amazon,https://techcrunch.com/2015/07/02/bankbazaar/,"BankBazaar, a startup that lets Indian consumers compare financial products online, has scored a $60 million Series C led by Amazon, with participation from Fidelity Growth Partners, Mousse Partners, ...",2015/07/02,Series C,$60 M,BankBazaar,60.0,https://www.linkedin.com/company/bank_bazaar
"Indiaâ??s FreeCharge, Which Gives Users Coupons When They Pay Bills, Raises $80M Series C",https://techcrunch.com/2015/02/05/freecharge-seriesc/,"FreeCharge, an India-based mobile commerce platform that gives users coupons and other rewards when they pay their phone, satellite television, and utility bills, has raised an $80 million series C. T...",2015/02/05,Series C,$80 M,FreeCharge,80.0,https://www.linkedin.com/company/freecharge-in
"Conductor Raises $20M Series C To Improve Customersâ?? Search Rankings, Outlines Ambitions Beyond SEO",https://techcrunch.com/2012/10/30/conductor-20m-series-c/,"SEO company Conductor has just raised a $20 million Series C. The round was led by Investor Growth Capital, with participation from previous investors FirstMark Capital and Matrix Partners. Conductor'...",2012/10/30,Series C,$20 M,Conductor,20.0,https://www.linkedin.com/company/conductor-inc-
Brazilian Antivirus Startup PSafe Raises $30M Series C From Chinaâ??s Qihoo 360 And Redpoint e.ventures,https://techcrunch.com/2013/12/03/brazilian-antivirus-startup-psafe-raises-30m-series-c-from-chinas-360-and-redpoint-e-ventures/,"Brazilian antivirus startup PSafeÂ announced a $30 million Series C investment round today. Chinese antivirus company Qihoo 360Â led the round with a $25 million investment, and existing investors Redpo...",2013/12/03,Series C,$30 M,PSafe,30.0,https://www.linkedin.com/company/psafe-tecnologia-s-a
"Kidsâ?? Clothing Service thredUP Raises $14.5M Series C, Plans Expansion Into Teen & Adult Apparel",https://techcrunch.com/2012/10/03/kids-clothing-service-thredup-raises-14-5m-series-c-plans-expansion-into-teen-adult-apparel/,"Online kidsâ?? clothing consignment shopÂ thredUPÂ is taking in additional capital in order to further scale its operations and expand to new verticals, the company announced today. New investor Highland ...",2012/10/03,Series C,$14.5 M,thredUP,14.5,https://www.linkedin.com/company/thredup
"Honest Co., Jessica Albaâ??s E-Commerce Startup, Has Raised A $70M Series C",https://techcrunch.com/2014/08/27/honest-co-jessica-albas-e-commerce-startup-has-raised-a-70m-series-c/,"Honest Co., an e-commerce startup co-founded by actress Jessica Alba that makes and sells eco-friendly personal care products, has raised $70 million in a series C funding round, the company announced...",2014/08/27,Series C,$70 M,Has,70.0,https://www.linkedin.com/company/haute-autorite-de-sante
Wonga raises Â£73m in Series C funding to double-down on massive UK growth,https://techcrunch.com/2011/02/16/wonga-raises-73m-in-series-c-funding-to-double-down-on-massive-uk-growth-2/,"Wonga, the short-loans company which uses a realtime platform to assess users applications instead of people, has raised a significant Â£73 million ($117 million) funding round - actually a Series C - ...",2011/02/16,Series C,$94.2 M,Wonga,94.2,https://www.linkedin.com/company/wonga-com
EnteloÂ steps up its AI game with $20M Series CÂ ,https://techcrunch.com/2017/06/15/entelo-steps-up-its-ai-game/,"The race to crown a winner in the AI-powered recruiting software space is on. With both Workey and Mya nabbing rounds in the last few weeks, the timing is prime for a few players to seek advantage in ...",2017/06/15,Series C,$20 M,EnteloÂ,20.0,
Shopify Raises $100M To Drop The â??Eâ?? And Become The Commerce Company That Spans On- And Offline,https://techcrunch.com/2013/12/11/shopify-100-million-series-c/,"Ottawa-based Shopify has already raised a considerable amount of money, especially for a Canadian company, and its Series C round continues that theme: The e-commerce company has raised $100 million f...",2013/12/11,Series C,$100 M,Shopify,100.0,https://www.linkedin.com/company/shopify
Canadaâ??s Assent Compliance raises $31.4M Series B round to help businesses stay in compliance,https://techcrunch.com/2017/07/14/canadas-assent-compliance-raises-31-4m-series-b-round-to-help-businesses-stay-in-compliance/,"Assent Compliance, an Ottawa-based startup, isn't in a sexy space. The company focuses on helping enterprises collect the necessary data to keep their global supply chains in compliance with local and...",2017/07/14,Series B,$31.4 M,Assent Compliance,31.4,https://www.linkedin.com/company/assent-compliance-inc
Moglix raises $12M Series B to digitize Indiaâ??s manufacturing industry,https://techcrunch.com/2017/07/06/moglix-raises-12m-series-b-to-digitize-indias-manufacturing-industry/,"Moglix launched in 2015 as an online store for tools and construction supplies, but now itâ??s venturing into enterprise software with the launch of GreenGST to help Indian manufacturers become complian...",2017/07/06,Series B,$12 M,Moglix,12.0,https://www.linkedin.com/company/moglix
Healthcare booking platform DocPlanner raises â?¬15M Series D,https://techcrunch.com/2017/05/23/docplanner-d/,"DocPlanner, the European online booking platform for healthcare appointments, has raised â?¬15 million in Series D funding, just ten months after announcing a larger Series C round of $20 million (~â?¬18m...",2017/05/23,Series D,$17.8 M,DocPlanner,17.8,https://www.linkedin.com/company/docplanner
Flash Sales Site SportPursuit Scores Â£9.5M Series C,https://techcrunch.com/2015/11/22/flash-sales-site-sportpursuit-scores-9-5m-series-c/,"SportPursuit, the flash sales site for 'premium' outdoor and sports gear, has raised Â£9.5 million in Series C funding. Investors this time around are Scottish Equity Partners (SEP), Grafton Capital, a...",2015/11/22,Series C,$12.3 M,Site SportPursuit,12.3,https://www.linkedin.com/company/sportpursuit
"Chinaâ??s Miyabaobei, An Online Store For Baby Products, Scores $60M Series C",https://techcrunch.com/2014/12/15/chinas-miyabaobei-an-online-store-for-baby-products-scores-60m-series-c/,"Miyabaobei, a Chinese site that sells formula, clothes, and other items for babies and toddlers, has raised a $60 million Series C round from H Capital, with participation from returning investors Seq...",2014/12/15,Series C,$60 M,Miyabaobei,60.0,https://www.google.com/url?q=https://www.linkedin.com/in/bowengui&sa=U&ved=0ahUKEwj8ibWjtoDWAhVJlVQKHXUOA3wQFggbMAE&usg=AFQjCNEFiqxiafUFkrdSf91OG7Ii6p5VZw
Yoyo Wallet raises Â£12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a Â£12 million Series B roun...",2017/06/25,Series B,$15.5 M,Yoyo Wallet,15.5,https://www.linkedin.com/company/yoyo-wallet
German consumer loans marketplace Finanzcheck closes â?¬33M Series C,https://techcrunch.com/2016/04/06/german-consumer-loans-marketplace-finanzcheck-closes-e33m-series-c/,"In Europe, London tends to grab most of the fintech limelight but other tech hubs in the continent are producing their fair share of fintech companies with comparative success, not least in Germany. E...",2016/04/06,Series C,$39.3 M,Finanzcheck,39.3,https://www.linkedin.com/company/finanzcheck-de
"Quiqup, a London-based on-demand delivery startup, raises Â£20M Series B",https://techcrunch.com/2017/05/23/quiqup-series-b/,"Quiqup, a London-based delivery startup that operates a ""shop on your behalf"" app similar to Jinn in Europe or Postmates in the U.S., in addition to a growing B2B business, has raised Â£20 million in S...",2017/05/23,Series B,$25.8 M,Quiqup,25.8,https://www.linkedin.com/company/quiqup
NEA Leads Educational Network Edmodoâ??s $25 Million Series C,https://techcrunch.com/2012/07/19/nea-leads-educational-network-edmodos-25-million-series-c/,"Edmodo, the collaborative learning network for teachers and students, is announcing today it has closed a $25 million Series C round of funding. The round was led by new investorÂ New Enterprise Associ...",2012/07/19,Series C,$25 M,NEA,25.0,https://www.linkedin.com/company/new-enterprise-associates
Orbital Systems raises Â£15M Series B for â??NASA-inspiredâ?? tech to save water when showering,https://techcrunch.com/2017/04/12/orbital-systems/,"Orbital Systems, a 'clean-tech' startup out of Sweden, has raised Â£15 million in Series B funding. The company's founder and CEO Mehrdad Mahdjoubi has developed new re-purification technology, in coll...",2017/04/12,Series B,$19.4 M,Orbital Systems,19.4,https://www.linkedin.com/company/orbital-systems
"Online Shoe Retailer Spartoo Marches On With â?¬25 Million Series C, Led By Sofina, To Bolster European Growth",https://techcrunch.com/2012/10/23/online-shoe-retailer-spartoo-marches-on-with-e25-million-series-c-led-by-sofina-to-bolster-european-growth/,"European online footwear and bag retailer, Spartoo -- the 'Zappos of Europe' -- has raisedÂ â?¬25 million ($32.5 million) in Series C funding led by Belgian investment holding company Sofina. Existing in...",2012/10/23,Series C,$29.8 M,Spartoo Marches,29.8,https://www.google.com/url?q=https://www.linkedin.com/company/spartoo-sas&sa=U&ved=0ahUKEwjz5sySu4DWAhVFjlQKHdcDA-UQFggZMAE&usg=AFQjCNGb4Bxj_epLi82fTVRCZkBU-BkrTg
Car Buying Platform Carwow Raises Â£12.5M Series B Led by Accel,https://techcrunch.com/2016/01/13/the-series-b-stop/,"Carwow, the U.K. site that claims to offer a better way to buy a new car, has stopped off for some further funding. The four year-old startup has raised a Â£12.5 million Series B led by Accel, who I un...",2016/01/13,Series B,$16.1 M,Carwow,16.1,https://www.linkedin.com/company/carwow
DoubleDutch Raises $19 Million In Series D,https://techcrunch.com/2014/08/21/double-dutch-raises-19-million-in-series-d/,"Mobile events and conferences app DoubleDutch announced the raise of $19 million in Series D funding this morning. Led by Mithril Capital Management with participation from Bessemer, Index, and Bullpe...",2014/08/21,Series D,$19 M,DoubleDutch,19.0,https://www.linkedin.com/company/doubledutch
Tradeshift raises $75M Series D to expand its invoicing platform to new verticals,https://techcrunch.com/2016/06/09/tradeshift-raises-75m-series-d-to-expand-its-invoicing-platform-to-new-verticals/,"Tradeshift, the San Francisco-based startup that isÂ trying to change the way companies work with outsourced clients, has announcedÂ a $75 million Series D round today. The company, which was founded in...",2016/06/09,Series D,$75 M,Tradeshift,75.0,https://www.linkedin.com/company/tradeshift
Velocity raises $22.5M Series B to build â??Uber for Experiencesâ??,https://techcrunch.com/2016/08/30/velocity-series-b/,"Digital hospitality platform Velocity announced this week that, following its $16 million Series A last year, the company raised $22.5 million led byÂ DIG Investments. The company creates curated dinin...",2016/08/30,Series B,$22.5 M,Velocity,22.5,https://www.linkedin.com/company/velocity-technology-solutions
"Nanosys Raises $25 Million, Lights Up Deal With Samsung",https://techcrunch.com/2010/08/10/nanosys-raises-25-million-lights-up-deal-with-samsung/,"Nanosys announced a $25 million Series E round today, as well as an alliance with Samsung to co-develop thin film solar panels, memory products and display technologies.

The funding will allow Palo A...",2010/08/10,Series E,$25 M,Nanosys,25.0,https://www.linkedin.com/company/nanosys
Room 77 Closes $30.3 Million Series C From Expedia And Others To Take Its Hotel Search Engine Global,https://techcrunch.com/2013/01/03/room-77-funding/,"Room 77, a Mountain View, California-based company that operates a search engine for finding the lowest prices on hotel rooms, has closed on $30.3 million in new funding. This round, which counts as R...",2013/01/03,Series C,$30.3 M,Room 77,30.3,https://www.google.com/url?q=https://www.linkedin.com/in/calvin-cheng-yang-0034b9&sa=U&ved=0ahUKEwjXooCNwIDWAhXngFQKHQOMA7QQFggZMAE&usg=AFQjCNFGe3_2bEUhDwApSsbJvrLsYLav5Q
"Formlabs raises $35M Series B, announces Autodesk partnership",https://techcrunch.com/2016/08/04/formlabs-series-b/,"Formlabs is shaping up to be something of a rare bright spot in a world of desktop 3D printers. While plenty of other devices have come and gone, failing to live up to the promise of consumer electron...",2016/08/04,Series B,$35 M,Formlabs,35.0,https://www.linkedin.com/company/formlabs
TrialReach Raises $13.5M Series B To Match Patients To Clinical Trials,https://techcrunch.com/2015/02/05/trialreach/,"TrialReach is an interesting startup on a number of fronts. Firstly, the company is based in London but does most of its business in the ""fast-moving"" U.S. healthcare market. Secondly, and more signif...",2015/02/05,Series B,$13.5 M,TrialReach,13.5,https://www.linkedin.com/company/trialreach
Doggie-Focused Bark & Co. (BarkBox) Raises $15 Million Series B,https://techcrunch.com/2014/07/11/barkbox-series-b/,"Bark & Co., the doggie-themed technology company best known for its dog treat-delivering subscription businessÂ BarkBox, and more recently, its vet care-on-demand serviceÂ BarkCare, has just closed on 1...",2014/07/11,Series B,$15 M,BarkBox),15.0,https://www.google.com/url?q=https://www.linkedin.com/in/robschutz&sa=U&ved=0ahUKEwj5w92gwIDWAhUChlQKHdJAD-QQFggZMAE&usg=AFQjCNFzA3ZjMA2fBZwXTGEFl0ZTw4IrWg
ScienceLogic Raises $43M Series D Round Led By Goldman Sachs,https://techcrunch.com/2015/02/19/sciencelogic-raises-43m-series-d-round-led-by-goldman-sachs/,"ScienceLogic, an IT monitoring software provider, today announced that it has raised a $43 million Series D funding round led by Goldman Sachs. Current investors NEA (which participated in all of Scie...",2015/02/19,Series D,$43 M,ScienceLogic,43.0,https://www.linkedin.com/company/sciencelogic
"Musement, a â??digital travel companionâ?? and ticketing platform, raises $10M Series B",https://techcrunch.com/2016/11/15/for-your-musement/,"Musement, a ""digital travel companion"" that lets travellers discover and book things to do, has closed $10 million in Series B funding. The round was led by family fund Micheli Associati, with partici...",2016/11/15,Series B,$10 M,Musement,10.0,https://www.linkedin.com/company/musement
Cedexis Raises $22M Series B Round For Its Internet Traffic Monitoring And Routing Platform,https://techcrunch.com/2016/01/25/cedexis-raises-22m-series-b-round-for-its-internet-traffic-monitoring-and-routing-platform/,"Cedexis helps large enterprises monitor and optimize how their traffic flows from their servers, CDNs and cloud providers to their customers. The company today announced that it has raised a $22 milli...",2016/01/25,Series B,$22 M,Cedexis,22.0,https://www.linkedin.com/company/cedexis
Xoom Raises $20 Million Series E,https://techcrunch.com/2007/09/28/xoom-raises-2029-million-series-e/,"International payments processor Xoom has raised $20.29 million Series E in a round led by DAG Ventures and joined by previous investors Fidelity Ventures, New Enterprise Associates and Sequoia Capita...",2007/09/28,Series E,$20 M,Xoom,20.0,https://www.linkedin.com/company/xoom-corporation
Talkspace online therapy platform raises $15 million Series B,https://techcrunch.com/2016/06/14/talkspace-online-therapy-platform-raises-15-million-series-b/,"Talkspace, the startup that offers therapy via an app, has today announced the close of a $15 million Series B funding round led by Norwest Venture Partners. Other participants in the round include ex...",2016/06/14,Series B,$15 M,therapy,15.0,https://www.linkedin.com/company/therapy-specialists
Custom Jewelry Startup Gemvara Raises $25M In Oversubscribed Series D Round,https://techcrunch.com/2012/06/04/custom-jewlery-gemvara-25m-series-d/,"Gemvara, a Boston-based custom jewelry site we've written about in the past, just announced that it has closed a $25 million Series D funding round. This oversubscribed round was led by Norwest Ventur...",2012/06/04,Series D,$25 M,Gemvara,25.0,https://www.linkedin.com/company/gemvara
Skinkers Raises $16 Million Series B,https://techcrunch.com/2007/10/29/skinkers-raises-16-million-series-b/,"Skinkers, the UK company that is building a P2P live TV platform with Microsoft, has taken $16 million Series B in a round led by Acacia Capital Partners that included original investors Spark Venture...",2007/10/29,Series B,$16 M,Skinkers,16.0,https://www.linkedin.com/company/skinkers
Boomerang Commerce Raises $12M Series B Round For Its Price Optimization Platform,https://techcrunch.com/2016/01/14/boomerang-commerce-raises-12m-series-b-round-for-its-price-optimization-platform/,Disrupt Battlefield alumÂ (and finalist) Boomerang Commerce today announced that it has raised a $12 million Series B round led by Shasta Ventures. Previous investors Madrona Venture Group and Trinity ...,2016/01/14,Series B,$12 M,Boomerang Commerce,12.0,https://www.linkedin.com/company/boomerang-commerce
"Deliveroo Raises $100M Series D Led By DST And Greenoaks, Expands To Middle East And Asia",https://techcrunch.com/2015/11/23/deliveroo-series-d/,"It was only in July that Deliveroo raised $70 million in Series C funding, but today the London-headquartered company has announced that it's been dining at the VC table again. The 'on-demand' deliver...",2015/11/23,Series D,$100 M,Deliveroo,100.0,https://www.linkedin.com/company/deliveroo
Skyfire Raises $13 million in Series B Funding,https://techcrunch.com/2008/05/28/skyfire-raises-13-million-in-series-b-funding/,"Skyfire Labs Inc., makers of the ""game-changing"" Skyfire mobile browser, announced today that they have raised $13 million in Series B funding. This round of funding is led by Lightspeed Venture Partn...",2008/05/28,Series B,$13 M,Skyfire,13.0,https://www.linkedin.com/company/skyfire
"Bigcommerce Raises $50M Series D From SoftBank, Telstra, And American Express",https://techcrunch.com/2014/11/19/bigcommerce-raises-50m-series-d-from-softbank-telstra-and-american-express/,"E-commerce platform Bigcommerce announced today that it has raised $50 million in Series D funding, led by SoftBank Capital, with participation from Telstra Ventures, American Express, and returning i...",2014/11/19,Series D,$50 M,Bigcommerce,50.0,https://www.linkedin.com/company/bigcommerce
Chinese Video App Developer Yixia Tech Raises $200M Series D At $1B Valuation,https://techcrunch.com/2015/11/24/yixia-tech-series-d/,"Yixia Tech, the Beijing developer behind Chinese video blogging app Miao Pai, has raised $200 million in Series D funding from microblogging platform Weibo, Sequoia Capital, YG Entertainment, and othe...",2015/11/24,Series D,$200 M,Yixia Tech,200.0,https://www.google.com/url?q=https://www.linkedin.com/pub/dir/Yi/Xia&sa=U&ved=0ahUKEwjh1cGtwYDWAhVrxFQKHYcrCtYQFggaMAE&usg=AFQjCNFLkw_bLtzq-0bEU3h5YgZoECPC1A
Real-time performance review platform Reflektive raises $25M Series B round,https://techcrunch.com/2017/01/26/real-time-performance-review-platform-reflektive-raises-25m-series-b-round/,"Now that the holidays are over,Â many companiesÂ are about to make their employees go through the most dreadful exercise of the year: the annual performance review. ReflektiveÂ aims to replace the typica...",2017/01/26,Series B,$25 M,Reflektive,25.0,https://www.linkedin.com/company/reflektive
DevOps Automation Service Chef Raises $40M Series E Round Led By DFJ Growth,https://techcrunch.com/2015/09/09/devops-automation-service-chef-raises-40m-series-e-round-led-by-dfj-growth/,"The Seattle-based DevOps and IT automation service Chef today announced that it has raised a $40 million Series E round led by DFJ Growth, DFJ's fund for investing in $10 million+ rounds. One partÂ of ...",2015/09/09,Series E,$40 M,Chef,40.0,https://www.google.com/url?q=https://www.linkedin.com/title/executive-chef&sa=U&ved=0ahUKEwipqYe-wYDWAhXJzlQKHTkwBLUQFggZMAE&usg=AFQjCNF3Yu7dJ8Sb5DL94sGatK12kKie2w
"Walker & Company Brands Raises $24M Series B, Inks Bevel Deal With Target",https://techcrunch.com/2015/09/28/walker-company-brands-raises-24m-series-b-inks-bevel-deal-with-target/,"Building a lifestyle brand is nothing like building, say, an app. Higher degree of difficulty for sure. That's not stopping Tristan Walker, though. Today, his company Walker & Company Brands has annou...",2015/09/28,Series B,$24 M,Brands,24.0,https://www.google.com/url?q=http://marketing.linkedin.com/blog/announcing-the-2015-10-most-influential-brands-on-linkedin/&sa=U&ved=0ahUKEwiolarBwYDWAhVIqVQKHRejDssQFggqMAE&usg=AFQjCNHoO_pTpzSNFD-njzhH8s9h4t18Zw
Audio-Beacon Startup LISNR Raises $10 Million Series B Round Led By Intel Capital,https://techcrunch.com/2015/11/03/audio-beacon-startup-lisnr-raises-10-million-series-b-round-led-by-intel-capital/,"Smart tone startup LISNR just raised a $10 million series B round led by Intel Capital to further advance the product as ""a true protocol to connect devices across a number of different verticals,"" LI...",2015/11/03,Series B,$10 M,LISNR,10.0,https://www.linkedin.com/company/lisnr
Cazena Raises $20M Series B For Its Enterprise Big Data-As-A-Service Platform,https://techcrunch.com/2015/07/22/cazena-raises-20m-series-b-for-its-enterprise-big-data-as-a-service-platform/,"Cazena, a new platformÂ that wants to make it easier for enterprises to process their data, today announced that it has raised a $20 million Series B round led by Formation 8. Other participants includ...",2015/07/22,Series B,$20 M,Cazena,20.0,https://www.linkedin.com/company/cazena
LimeBike raises $12 million to roll out bike sharing without kiosks in the US,https://techcrunch.com/2017/03/15/limebike-raises-12-million-to-roll-out-bike-sharing-without-kiosks-in-the-us/,"A startup called LimeBike has raised $12 million in venture funding to make Chinese-style bike sharing mainstream in the U.S. Andreessen Horowitz led the round, joined by IDG Ventures, DCM Ventures an...",2017/03/15,,$12 M,LimeBike,12.0,https://www.linkedin.com/company/limebike
Blippar augmented reality search engine raises $54 million Series D,https://techcrunch.com/2016/03/02/blippar-augmented-reality-search-engine-raises-54-million-series-d/,"Blippar, the AR company that lets you see extra, rich content by simply pointing your phone at an object, has today announced the close of a $54 million Series D funding round. The round was led by Kh...",2016/03/02,Series D,$54 M,search engine,54.0,https://www.linkedin.com/company/search-engine-people
Instart Logic Raises $45M Series D Round For Its Application Delivery Platform,https://techcrunch.com/2016/01/20/instart-logic-raises-45m-series-d-round-for-its-application-delivery-platform/,"Application delivery platform Instart Logic today announced that it has raised a $45 million Series D round. The round was led by a new investor, the late-stage fund Geodesic Capital. Other participan...",2016/01/20,Series D,$45 M,Instart Logic,45.0,https://www.linkedin.com/company/instart-logic
Occipital Raises $13M Series B For Its Computer Vision Platform,https://techcrunch.com/2015/07/29/occipital-raises-13m-series-b-for-its-computer-vision-platform/,"OccipitalÂ made its first splash years ago with the RedLaser barcode scanning app and 360 Panorama app. Since then, however, it has moved into the 3D scanning and computer vision space and the company ...",2015/07/29,Series B,$13 M,Occipital,13.0,https://www.linkedin.com/company/occipital
Google X Alum Flux Factory Raises $29M Series B,https://techcrunch.com/2015/12/21/google-x-alum-flux-factory-raises-29m-series-b/,"One of Google X's former moonshots is raising cash as it looks to disrupt the architecture design space with its specialized collaborative data exchange service. Flux Factory, Inc. announced $29 milli...",2015/12/21,Series B,$29 M,Flux Factory,29.0,https://www.linkedin.com/company/flux_io
Analytics Firm App Annie Raises $63 Million in Series E Funding,https://techcrunch.com/2016/01/14/app-annie-raises-63-million-in-series-e-funding/,"App Annie, the nearly six-year-old, San Francisco-based app analytics firm that long ago became the first stop for developers, investors, and journalists looking toÂ better understand app rankings and ...",2016/01/14,Series E,$63 M,App Annie,63.0,https://www.linkedin.com/company/app-annie
Docker Raises $95M Series D Round For Its Container Platform,https://techcrunch.com/2015/04/14/docker-raises-95m-series-d-round-for-its-container-platform/,"Docker, the company that kicked off the recent enthusiasm for containers two years ago, today announced that it has raised a $95 million Series D round led by Insight Venture Partners. New investors i...",2015/04/14,Series D,$95 M,Docker,95.0,https://www.linkedin.com/company/docker
Chinese Education App XueXiBao Raises $20M Series B From SoftBank And GSR,https://techcrunch.com/2015/01/18/xuexibao/,"XueXiBao, a homework help app, is the latest educational tech startup in China to receive funding. SoftBank China Venture Capital, an arm of the Japanese telecom giant, and returning investor GSR Vent...",2015/01/18,Series B,$20 M,App XueXiBao,20.0,https://www.google.com/url?q=https://cn.linkedin.com/in/%25E5%2598%2589%25E7%258E%25A5-%25E8%2583%25A1-38555292&sa=U&ved=0ahUKEwjcqa2_woDWAhUmjlQKHV6IDmkQFggaMAE&usg=AFQjCNHJuaaJjEgrBsqbeu8brF_gOKPcjA
Business Currency Exchange Startup Kantox Raises $11M Series B,https://techcrunch.com/2015/05/27/kantox-series-b/,"Another London-headquartered fintech startup, albeit one with a development and marketing team in Spain, has raised more capital of its own. This time it's the turn of Kantox. The currency exchange ma...",2015/05/27,Series B,$11 M,Kantox,11.0,https://www.linkedin.com/company/kantox
Enterprise SaaS Marketplace AppDirect Raises $140M Series E Round Led By J.P. Morgan,https://techcrunch.com/2015/10/07/enterprise-saas-marketplace-appdirect-raises-140m-series-e-round-led-by-j-p-morgan/,"AppDirect makes it easier for enterprises to buy cloud services from the likes of Box, Google, Symantec and others (and serves as a kind of referral service for these businesses). The company today an...",2015/10/07,Series E,$140 M,AppDirect,140.0,https://www.linkedin.com/company/appdirect
